ticker,roe,debt_to_equity,current_ratio,quick_ratio,oper_cash_flow,total_revenue,ebitda_margin,operating_margin,gross_margin,analyst_rating,pb_ratio,eps,market_cap,ev_to_ebitda,price_to_sales,payout_ratio,beta,shares_outstanding,float_shares,revenue_growth,rnd_to_revenue
QSI,-0.41478002,6.011,11.987,11.598,-87795000.0,3058000.0,0.0,-25.84564,0.52322,,0.8985282,-0.71,212448192.0,-0.222,69.47292,0.0,2.751,163207008.0,146920085.0,198.0,1425.1677852348994
NXST,0.29819,300.397,1.656,1.497,1250000000.0,5407000064.0,0.33346,0.30128,0.59459996,1.63636,2.0853515,21.41,4640169472.0,6.334,0.8581782,0.3157,1.04,30188800.0,28422986.0,14.000000000000002,
CLB,0.11567,69.403,2.205,1.476,57518000.0,517796000.0,0.12521,0.06325,0.19775,3.0,2.1802433,0.59,554624704.0,11.241,1.0711259,0.0678,1.45,46882900.0,46374724.0,-4.7,
AUB,0.07296,,,,,797878976.0,0.0,0.39371,0.0,2.0,0.800819,2.14,4096553984.0,,5.134305,0.6168,0.81,143487008.0,88545410.0,18.5,
AVY,0.31949,159.369,1.026,0.594,802700032.0,8752700416.0,0.16323,0.12778,0.28791,2.13333,6.1488905,8.68,13282033664.0,11.61,1.5174783,0.4051,0.887,78175600.0,77439931.0,-0.1,
DOCU,0.68183,6.213,0.813,0.768,1017272000.0,2976739072.0,0.09628,0.0779,0.79247004,2.73913,8.281266,5.08,16587022336.0,55.311,5.572212,0.0,1.21,202503008.0,200159778.0,9.0,20.02738801317098
CAR,,,0.731,0.565,3518000128.0,11788999680.0,0.121470004,0.01993,0.25643,2.11111,-1.464191,-51.23,3416106752.0,20.231,0.2897707,0.0,2.096,35192200.0,16895846.0,-2.0,
MXCT,-0.18729,8.744,10.883,10.09,-27610000.0,38627000.0,-1.2137101,-1.48407,0.81619,1.0,1.3634034,-0.39,289556960.0,-3.128,7.496232,0.0,1.131,106028000.0,95678366.0,-44.5,53.07718854250546
LKFN,0.13442001,,,,106615000.0,236268000.0,0.0,0.43928,0.0,2.8,2.1954584,3.5,1524596864.0,,6.4528284,0.5543,0.587,25556900.0,24821121.0,-0.8999999999999999,
HPP,-0.113199994,145.49,1.549,1.057,164656992.0,834774016.0,0.31546,-0.0762,0.45305002,2.75,0.12945548,-2.58,323506112.0,21.333,0.38753736,25.0,1.498,141392000.0,125336840.0,-5.800000000000001,
FBRT,0.049099997,249.556,1.505,1.427,160500992.0,175692992.0,0.0,0.41437998,0.94747,1.2,0.7449579,0.67,917103872.0,,5.219923,2.1194,1.247,82214600.0,81495252.0,1.7999999999999998,
MMI,-0.01937,13.351,3.085,2.839,21714000.0,696060032.0,-0.028269999,0.02962,0.38012,,1.817734,-0.32,1157124992.0,-46.481,1.6623925,1.3514,1.254,39198000.0,24351933.0,44.4,
OVV,0.10869,60.904,0.511,0.449,3720999936.0,8942999552.0,0.48854,0.22105,0.51403,1.73913,0.88773507,4.21,9168611328.0,3.472,1.0252278,0.285,1.149,260324000.0,258660991.0,-22.1,
APLE,0.05842,51.321,0.345,0.223,399836992.0,1429657984.0,0.32291,0.14434,0.44054002,2.375,0.841867,0.8,2699066368.0,9.438,1.8879105,1.2,1.082,237908000.0,219385570.0,-0.5,
MOV,0.03874,19.598,4.337,2.761,-1504000.0,653377984.0,0.04265,0.02841,0.54048,,0.6450723,0.81,311761344.0,7.339,0.47715312,1.7284,1.208,15778600.0,17786207.0,1.9,
AZZ,0.13014,84.121,1.699,1.159,249908992.0,1577744000.0,0.2065,0.13549,0.24254999,1.7,2.5741754,1.79,2691281664.0,10.919,1.7057784,0.3799,1.252,29913100.0,29307943.0,-4.0,
MLM,0.1187,63.926,2.249,0.892,1504999936.0,6638000128.0,0.32676,0.14782,0.29542,1.91304,3.5771658,17.46,32487802880.0,17.702,4.8942156,0.1783,0.886,60285400.0,59821213.0,8.200000000000001,
SNCY,0.09462,99.298,0.629,0.518,150572000.0,1090904960.0,0.18934,0.1777,0.31644,1.77778,0.9982355,0.98,601969280.0,4.964,0.5518073,0.0,1.577,53201000.0,47507432.0,4.9,
JANX,-0.100930005,2.251,59.205,59.027,-43814000.0,10588000.0,0.0,-9.33576,0.0,1.23077,1.465119,-1.28,1499496448.0,-7.838,141.62225,0.0,3.239,59105100.0,37412967.0,-100.0,
TTI,0.55877995,80.357,2.545,1.416,54271000.0,605278976.0,0.15957,0.12276,0.31125998,1.0,1.340156,0.88,365950752.0,5.571,0.60459846,0.0,1.32,133073000.0,125486480.0,4.1000000000000005,
CTS,0.11394,20.846,2.635,1.905,96496000.0,515790016.0,0.21278,0.13307,0.36955002,3.0,2.178281,1.97,1174570496.0,10.804,2.2772262,0.081199996,0.763,30013300.0,29354671.0,0.0,4.921721568908078
CWH,-0.17262,829.456,1.255,0.145,80662000.0,6149480960.0,0.043420002,0.013890001,0.30128,1.66667,2.7543826,-0.5,855323712.0,18.001,0.13908876,2.7273002,2.158,62569400.0,54003066.0,3.5999999999999996,
CHRD,0.12318,10.35,0.938,0.793,2097227008.0,4917685248.0,0.4682,0.24461001,0.49075,1.6,0.62305427,16.02,5369522176.0,2.713,1.09188,0.6336,0.861,59489500.0,59126283.0,52.400000000000006,
FHN,0.08992,,,,,3040999936.0,0.0,0.38262,0.0,1.92857,1.1334836,1.44,9432734720.0,,3.101853,0.41669998,0.603,507000000.0,500961630.0,0.3,
VMI,0.22177,51.021,2.264,1.379,614476032.0,4066520064.0,0.15098,0.13211,0.30150998,2.0,3.7064362,17.2,6060037120.0,11.221,1.4902267,0.1443,1.107,20071000.0,19141892.0,-0.8999999999999999,
HLIT,0.124510005,33.302,2.062,1.532,118702000.0,689796992.0,0.17603001,0.076069996,0.5536,2.0,2.2879176,0.45,1006563264.0,8.316,1.4592167,0.0,1.034,113097000.0,104893903.0,9.1,23.546775829045703
CHRS,,,1.207,0.878,-20440000.0,266960000.0,-0.33372003,-0.65651,0.55966,1.83333,-0.8213661,0.25,108735776.0,-3.265,0.4073111,0.0,1.015,115923000.0,110603840.0,-40.8,39.21948877068558
SPG,0.74901,688.571,0.454,0.363,3814654976.0,5963798016.0,0.74173,0.52821,0.82504,2.10526,18.05443,7.25,60518121472.0,17.309,10.147581,1.1157,1.462,326243008.0,322633611.0,3.5999999999999996,
AMD,0.02893,4.032,2.616,1.657,3040999936.0,25784999936.0,0.19973,0.13803001,0.53019,1.92,2.80528,1.0,161756299264.0,31.105,6.273271,0.0,1.968,1624630016.0,1610009674.0,24.2,22.355706450770434
SGRY,0.00357,102.14,1.793,1.359,300100000.0,3114299904.0,0.2013,0.20014,0.23941,,1.6277593,-1.33,2958694400.0,13.181,0.95003515,0.0,1.966,128193000.0,75125860.0,17.5,
BBUC,-0.52884996,337.113,0.627,0.619,,8309000192.0,0.08858,0.051880002,0.07269,,-25.112253,-10.92,1925932800.0,16.806,0.23178875,0.0704,1.438,71694096.0,24929264.0,5.4,
AAP,-0.25032,191.15,1.317,0.517,84633000.0,9094327296.0,0.03509,-0.03986,0.42224997,3.03571,0.86854726,-9.84,1886537728.0,13.101,0.20744115,1.2658,0.96,59833100.0,59300850.0,-0.8999999999999999,
USPH,0.064619996,38.895,1.183,1.107,74940000.0,664433024.0,0.13345,0.09632,0.21993,1.85714,2.204625,1.84,1084839296.0,18.265,1.6327293,0.9565,1.438,15191700.0,14886184.0,16.6,
OLO,-0.0013400001,2.047,7.523,7.102,39688000.0,284937984.0,-0.08437,-0.07718,0.54897,2.28571,1.7792081,-0.01,1224439680.0,-36.265,4.2972145,0.0,1.411,116852000.0,110953628.0,20.7,22.81714210595504
WHR,0.00956,283.563,0.718,0.324,987000000.0,15738000384.0,0.07936,0.052470002,0.16177,2.72727,1.6301001,0.13,4239158016.0,9.242,0.2693581,53.846203,1.174,55610100.0,53941235.0,-19.400000000000002,
LZ,0.22865,8.452,0.72,0.581,135639008.0,681881024.0,0.07187,0.07757,0.6479,,13.454376,0.16,1309054336.0,23.673,1.9197694,0.0,1.147,181184000.0,114667861.0,1.9,10.29646395310007
RWT,0.03308,1540.068,,,,241948000.0,0.0,0.30405,0.84353995,2.11111,0.658309,0.21,778744256.0,,3.2186432,3.2857,1.504,133005000.0,131168201.0,-0.7000000000000001,
NE,0.107609995,42.482,1.569,1.244,797846016.0,3138769920.0,0.38849,0.24297,0.43945998,1.90909,0.7778573,2.97,3623428096.0,4.262,1.1544102,0.6397,1.069,158783008.0,155806289.0,35.9,
CYRX,-0.25761,62.38,5.291,4.763,-16323000.0,228384992.0,-0.15484,-0.27441,0.43624002,2.0,0.75346184,-2.49,277002720.0,-8.828,1.2128762,0.0,1.918,49910400.0,39438692.0,4.0,6.979439629107034
URI,0.30173,159.21,0.854,0.749,4942000128.0,15578999808.0,0.29038998,0.21941,0.39905998,2.3913,4.8353796,38.54,42498949120.0,12.423,2.727964,0.1732,1.702,64999000.0,64649990.0,6.7,
MNST,0.21274,7.295,3.318,2.505,1928532992.0,7492708864.0,0.28531998,0.28053,0.54038,2.32,9.797485,1.49,58379808768.0,27.213,7.791549,0.0,0.628,973158976.0,691468322.0,4.7,
ODFL,0.26593,1.416,1.318,1.318,,5729594880.0,0.32146,0.24588,0.39749,2.64,7.6985955,5.33,32566685696.0,17.997,5.6839423,0.1989,1.315,212147008.0,189798179.0,-5.800000000000001,
PNC,0.113290004,,,,5613000192.0,21009000448.0,0.0,0.35276002,0.0,2.04545,1.2856494,14.15,65086590976.0,,3.0980337,0.4488,1.064,395567008.0,392394562.0,4.9,
RTX,0.07802,67.798,1.006,0.605,8121999872.0,81738997760.0,0.16372,0.118240006,0.19532,1.91667,2.7710817,3.41,170467213312.0,15.798,2.0855064,0.739,0.59,1335949952.0,1220487286.0,5.2,3.1370038412291934
RIOT,-0.14713,21.007,3.227,1.886,-319259008.0,458748992.0,-0.25704,-1.80694,0.32154,1.5,0.93173975,-1.37,2799163392.0,-27.191,6.101732,0.0,4.754,357264000.0,332916218.0,103.49999999999999,
FMNB,0.1169,,,,,166504992.0,0.0,0.40889,0.0,2.66667,1.1689981,1.28,501669696.0,,3.012941,0.5313,0.823,37614600.0,36013353.0,10.8,
IMKTA,0.05151,35.759,3.242,1.363,203327936.0,5446662144.0,0.048210002,0.019270001,0.23548001,,0.76340044,4.15,1192130304.0,5.697,0.21887356,0.159,0.73,14545800.0,13553057.0,-13.0,
NIC,0.114700004,,,,152155008.0,352932000.0,0.0,0.48487,0.0,,1.5328972,8.31,1805432704.0,,5.1155257,0.1348,0.762,15079200.0,13370871.0,7.9,
KODK,0.102,58.091,2.28,1.318,-7000000.0,1043000000.0,0.18888001,0.14286,0.19463,,0.791787,0.9,509227104.0,5.299,0.4882331,0.0,3.941,80765600.0,71105320.0,-3.3000000000000003,3.007518796992481
ATNI,-0.051459998,105.684,1.159,0.346,140644992.0,721574976.0,0.24458,0.03727,0.565,1.0,0.53065664,-2.29,252593904.0,5.899,0.35005912,0.6869,0.702,15216500.0,10075582.0,-4.0,
CB,0.12855,29.874,0.385,0.177,14528000000.0,56306999296.0,0.19303,0.13632,0.26900998,2.40909,1.7619568,20.75,115799801856.0,12.43,2.056579,0.1753,0.582,400726016.0,370831569.0,3.3000000000000003,
GCI,0.26683,804.951,0.724,0.576,101167000.0,2445126912.0,0.09357,0.00421,0.38661,2.4,3.00759,0.37,464202144.0,6.895,0.18984787,0.0,2.665,146436000.0,110134869.0,-10.100000000000001,
AVTR,0.12517,67.343,1.122,0.694,808499968.0,6685199872.0,0.16662,0.08214,0.33562002,2.27273,1.3695798,1.04,8350924800.0,11.13,1.249166,0.0,1.089,681430016.0,678097472.0,-5.8999999999999995,
PCVX,-0.20409,2.151,12.755,12.611,-452627008.0,,0.0,0.0,0.0,1.1,1.1772262,-3.8,4019608832.0,-4.867,,0.0,1.271,128999000.0,119210085.0,,
EYE,-0.033010002,99.963,0.534,0.266,133649000.0,1823320064.0,0.06875,-0.00782,0.58095,2.36364,1.2761749,-0.35,1045485184.0,14.247,0.5733964,0.0,1.027,79053696.0,77030550.0,3.9,
NUVB,-1.06265,1.922,9.035,8.911,-130413000.0,7873000.0,0.0,-9.44528,0.10098,1.42857,1.554989,-2.11,725193280.0,-1.871,92.11143,0.0,1.424,338668992.0,228401633.0,,513.0274908072141
DENN,,,0.369,0.224,,453996992.0,0.13041,0.046669997,0.38369,1.71429,-5.639368,0.41,202043696.0,10.33,0.4450331,0.0,,51476100.0,50521961.0,1.5,
SHYF,0.00177,77.658,1.72,1.112,29494000.0,792886016.0,0.03671,0.00855,0.20612,2.0,1.2694594,0.02,314004736.0,16.952,0.3960276,10.0,1.926,35006100.0,32207698.0,3.4000000000000004,1.8998137820810463
HONE,0.04439,,,,,162776000.0,0.0,0.2045,0.0,2.5,0.8016951,0.63,493548448.0,,3.0320714,0.5079,0.612,43123500.0,35188034.0,-3.6999999999999997,
WSO,0.20813999,14.439,3.281,1.325,491752000.0,7584412160.0,0.10228,0.069910005,0.26946,2.86667,6.722676,12.93,18983233536.0,23.932,2.5029275,0.835,1.108,34868700.0,32823314.0,-2.1999999999999997,
PTCT,,,2.35,2.258,-107688000.0,806780032.0,-0.08811,-0.07445,0.26637,2.25,-2.704692,-4.73,3028461056.0,-63.638,3.753763,0.0,0.521,79237600.0,63203545.0,-30.599999999999998,58.530200964479384
ELS,0.229,174.616,0.378,0.106,591363008.0,1537798016.0,0.4791,0.37637,0.53025,1.86667,6.9860168,1.94,12808736768.0,21.284,8.329271,1.0039,0.773,191144000.0,188455495.0,1.4000000000000001,
PDFS,0.01708,2.105,3.402,3.242,9703000.0,179464992.0,0.03042,0.01022,0.6983,1.0,3.002681,0.1,745206592.0,116.254,4.1523786,0.0,1.473,39139000.0,28964127.0,21.8,28.785065388838976
VC,0.24259001,32.14,1.831,1.455,428000000.0,3867000064.0,0.11715,0.09957,0.14222999,2.26667,1.6802162,10.68,2202735104.0,4.577,0.56962377,0.0,1.236,27258200.0,26795666.0,0.1,
RLI,0.17989999,7.146,0.977,0.323,592787008.0,1733218048.0,0.21156,0.18868,0.27883,2.875,4.257437,3.03,6829746688.0,18.536,3.9405005,0.19309999,0.675,91773000.0,79331364.0,-8.4,
ATXS,-0.33521998,1.677,17.492,17.152,-81212000.0,,0.0,0.0,0.0,1.22222,1.1113911,-1.68,248874816.0,,,0.0,0.445,56434200.0,33969449.0,,
TK,0.21503,3.387,6.992,6.477,467184992.0,1220374016.0,0.33039,0.17093,0.39942002,,0.9243249,1.42,652025792.0,3.048,0.5342836,0.0,0.318,83539504.0,51476228.0,-24.4,
RNA,-0.33473,0.477,15.735,15.607,-300870016.0,10897000.0,0.0,-40.69627,0.0,1.38462,2.3773663,-2.89,3405292544.0,-6.342,312.49817,0.0,0.994,120520000.0,92698110.0,35.6,3216.4480322906156
WPC,0.05014,94.044,1.161,1.107,1070777984.0,1595990016.0,0.83339995,0.49671,0.92564005,3.0,1.6117207,1.94,13477972992.0,15.906,8.444898,1.8119,0.8,218976000.0,217020765.0,5.0,
INTC,-0.18127,47.129,1.31,0.749,10323999744.0,53043998720.0,0.15299,-0.00245,0.33122003,3.04444,0.8727972,-4.48,87065509888.0,15.302,1.6413828,2.0833,1.144,4361999872.0,4354453740.0,-0.4,28.736085892476517
LEU,0.75581,339.033,2.927,2.167,37000000.0,442000000.0,0.16697,0.29485,0.25226,,7.4265094,4.47,1218081792.0,14.596,2.7558413,0.0,1.15,16318100.0,15418877.0,46.300000000000004,
IBCP,0.1504,,,,,219516000.0,0.0,0.37155998,0.0,3.0,1.3992729,3.14,653847744.0,,2.978588,0.3121,0.808,20970100.0,20467252.0,2.6,
EAT,3.14084,663.668,0.283,0.116,634499968.0,5130500096.0,0.13426,0.116409995,0.17639999,2.55,22.346992,7.19,5794214400.0,10.774,1.1293664,0.0,1.663,44451200.0,43643920.0,27.200000000000003,
IPSC,-0.73136,33.36,1.495,1.47,-110135000.0,6589000.0,0.0,-8.22262,0.0,1.66667,0.2792553,-1.61,45233368.0,0.715,6.864982,0.0,1.809,86158800.0,39869826.0,1457.1,703.9300263599329
VRRM,0.09161,402.411,1.973,1.694,223642000.0,879206976.0,0.38856,0.24237,0.61103,1.42857,13.33534,0.19,3531197184.0,13.328,4.0163436,0.0,0.798,159422000.0,158092074.0,5.0,
KMX,0.08128,311.168,2.31,0.198,624438976.0,28207319040.0,0.03842,0.023440002,0.12336001,2.10526,1.627034,3.21,10115497984.0,27.037,0.35861254,0.0,1.449,152684000.0,151847515.0,6.800000000000001,
CRVL,0.33009997,9.819,1.768,1.242,119639000.0,871308032.0,0.15921,0.1351,0.22374001,,18.808264,1.7,5657718784.0,39.957,6.4933624,0.0,1.105,51359100.0,28768821.0,12.7,
MRVI,-0.37982,65.261,7.533,6.372,7465000.0,259184992.0,-0.093760006,-0.47587,0.41787997,,0.88825846,-1.05,743438464.0,-25.077,2.86837,0.0,0.187,143958000.0,101109322.0,-23.9,8.086019217813707
KOP,0.09798,209.346,2.089,0.727,119400000.0,2092099968.0,0.116289996,0.05702,0.202,,1.0522057,2.46,510626880.0,6.166,0.24407384,0.113800004,1.442,20139100.0,19441798.0,-7.1,
CURB,0.009190001,5.114,16.032,15.91,64167000.0,131537000.0,0.56882,0.13131,0.75768995,2.55556,1.2799239,0.12,2475182848.0,26.269,18.817389,1.3392,,105215000.0,96100276.0,38.0,
BMEA,-1.56813,27.585,2.255,1.81,-113531000.0,,0.0,0.0,0.0,,2.1188235,-3.83,60900780.0,-0.361,,0.0,,37572200.0,29397280.0,,
AMZN,0.2524,51.641,1.048,0.807,113903001600.0,650313007104.0,0.19397,0.11823,0.49158,1.40845,6.4761276,6.13,1981466148864.0,16.186,3.0469422,0.0,1.308,10616399872.0,9498981316.0,8.6,
GEHC,0.26444,97.515,0.977,0.673,1782000000.0,19798999040.0,0.18466,0.14779,0.42001998,1.66667,3.387322,4.76,31122444288.0,10.592,1.57192,0.026300002,1.377,457843008.0,456708234.0,2.7,7.2011722838601635
CEVA,-0.033099998,2.086,7.086,6.579,3471000.0,106939000.0,-0.03188,0.00253,0.8806,1.66667,2.3293743,0.0,628365312.0,-139.528,5.8759227,0.0,1.379,23910400.0,21264342.0,20.9,57.75245525784485
XERS,,,1.669,1.115,-36981000.0,203070000.0,-0.07621,0.12944001,0.81861997,,-22.322727,-0.37,691206016.0,-59.066,3.4037821,0.0,0.913,156384992.0,147808699.0,35.4,10.136607930248424
RBC,0.08343001,35.887,3.428,1.106,303900000.0,1612300032.0,0.30193,0.21704,0.44117,,3.643115,7.3,10767123456.0,24.063,6.678114,0.0,1.668,31444200.0,28109948.0,5.5,
VERA,-0.44826,9.467,25.668,25.408,-134679008.0,,0.0,0.0,0.0,1.42857,2.5726874,-2.75,1489707008.0,-6.233,,0.0,1.283,63771700.0,50544744.0,,
LASR,-0.25822002,5.606,5.669,4.384,-2359000.0,198548000.0,-0.22034,-0.46723,0.1663,1.875,1.8272275,-1.27,399464704.0,-7.334,2.0119302,0.0,2.016,49438700.0,44774111.0,-8.7,24.026508516071843
SAIC,0.21535,153.012,0.827,0.756,494000000.0,7479000064.0,0.093059994,0.0691,0.11927,,3.6759603,7.17,5696394752.0,11.452,0.76165193,0.20639999,0.545,47167300.0,47458895.0,5.800000000000001,
DBRG,0.06892,13.801,0.788,0.765,137428992.0,566323968.0,0.29251,-0.03553,1.0,1.5,1.3369105,0.39,1667786624.0,17.293,2.944934,0.1026,1.592,176116000.0,168979072.0,-40.1,
BGS,-0.36941,395.733,3.299,0.979,130914000.0,1932454016.0,0.14840999,0.121079996,0.22143999,3.57143,0.9553612,-3.18,501340512.0,8.834,0.25943205,3.3332999,0.793,79138200.0,76247323.0,-4.6,
VERV,-0.36363998,14.184,12.649,12.294,-157692000.0,32332000.0,0.0,-4.28647,0.29327,1.5,0.80320203,-2.35,398024416.0,-0.018,12.310541,0.0,1.827,89143200.0,64970088.0,154.29999999999998,420.85626911314984
LCII,0.10421,71.805,2.816,0.887,370284000.0,3741208064.0,0.09193,0.02009,0.23514,2.55556,1.5422182,5.6,2119865984.0,8.242,0.5666261,0.7679,1.272,25236500.0,24540185.0,-4.1000000000000005,
UGI,0.12195,158.326,1.004,0.691,1227000064.0,7119000064.0,0.26084998,0.24089001,0.54348,1.5,1.5660616,2.55,7172605440.0,7.664,1.0075299,0.5882,1.068,214812992.0,213792641.0,-4.3,
UDR,0.02848,136.541,0.541,0.004,865465024.0,1705219968.0,0.58789,0.19489,0.66486,2.43478,4.304996,0.36,16112809984.0,21.293,9.449109,4.7222,0.843,331296000.0,299498063.0,1.2,
MNKD,,,3.279,2.938,42511000.0,285504000.0,0.26637,0.28736,0.7317,1.14286,-18.461155,0.1,1458478464.0,19.149,5.108434,0.0,1.139,303856000.0,298497081.0,31.3,14.507137647181413
OOMA,-0.08449,18.7,1.087,0.502,26606000.0,256852000.0,0.012150001,-0.00493,0.60742,,4.0319295,-0.26,348369984.0,110.986,1.3563063,0.0,1.209,27560700.0,21591756.0,5.5,19.38645406086302
PAYC,0.34874,5.292,1.102,0.116,533900000.0,1883200000.0,0.30777,0.06271,0.85801005,2.55,7.881033,8.91,12877350912.0,21.404,6.8380156,0.1682,0.809,56573900.0,49409035.0,13.600000000000001,13.500029359774679
BIO,-0.27515,20.503,5.994,4.143,515300000.0,2541100032.0,0.16795999,0.097200006,0.53642,2.0,0.9754629,-76.52,6387557376.0,14.633,2.5136976,0.0,1.002,22142400.0,18642540.0,-4.2,12.55551759480697
SMPL,0.08397,18.421,4.268,2.504,184980000.0,1411367040.0,0.18935,0.15929,0.38604,1.92308,2.0401356,1.44,3707360768.0,14.817,2.6267872,0.0,0.723,101018000.0,92582750.0,15.2,
NBBK,0.06258,,,,,169131008.0,0.0,0.39763,0.0,2.0,0.9038986,1.18,699839424.0,,4.137854,0.0,,40570400.0,34659264.0,22.6,
INTU,0.17424999,,1.272,0.497,5799000064.0,17166999552.0,0.2746,0.15697,0.79822,1.72727,9.838536,10.68,176479092736.0,,10.280136,0.363,1.24,279561984.0,272746278.0,41.0,18.06712086802927
WEC,0.12247,159.108,0.601,0.347,3211800064.0,8599900160.0,0.3995,0.20887,0.4409,2.44444,2.8076224,4.83,34954604544.0,16.097,4.064536,0.6915,0.452,319088992.0,316932323.0,3.0,
INBX,19.05924,6.025,3.938,3.757,-194408992.0,200000.0,0.0,181.33,0.0,,1.3534894,112.62,180803984.0,-0.13,904.0199,0.0,,14475900.0,7712906.0,-93.89999999999999,33367.0
ECPG,-0.16344,490.124,10.469,10.349,156168000.0,1316360960.0,0.23466998,-0.056649998,1.0,,1.0153137,-5.83,771094016.0,14.25,0.58577704,0.0,1.651,23448200.0,23077213.0,-4.2,
CROX,0.57761,92.677,1.178,0.627,992486016.0,4102107904.0,0.27226,0.20299,0.58757,1.93333,3.0608475,15.88,5574789120.0,6.421,1.3590059,0.0,1.456,56056200.0,54313373.0,3.1,
MGTX,-1.43484,125.02,2.032,1.88,-104495000.0,33279000.0,0.0,-1.47218,0.2851,1.4,6.8728323,-2.12,475309312.0,-3.235,14.28256,0.0,1.312,79951104.0,31343260.0,948.5,112.13183730715288
BG,0.10438,65.02,2.146,0.879,1900000000.0,53107998720.0,0.03824,0.028870001,0.062800005,,1.0615295,7.99,10523187200.0,7.28,0.19814694,0.3382,0.665,133968000.0,132438133.0,-9.3,
CLFD,-0.03204,8.79,10.568,6.785,18573000.0,167951008.0,-0.0681,-0.11208,0.19275999,,1.6269486,-0.63,435108896.0,-30.277,2.5906894,0.0,1.616,14131500.0,11035459.0,3.5999999999999996,
CC,0.12798001,719.835,1.678,0.815,-633000000.0,5782000128.0,0.12816,0.03443,0.19906999,2.2,2.9688275,0.57,1793291904.0,7.357,0.3101508,1.7544,1.741,149440992.0,148798193.0,-1.3,1.8651362984218076
RYI,-0.0060799997,108.509,2.005,0.897,211500000.0,4495200256.0,0.02569,0.00229,0.18264,3.0,0.83817226,-0.22,673864384.0,13.182,0.14990753,1.1865001,1.653,32196100.0,24777786.0,-8.4,
WHD,0.19705,3.306,4.845,3.398,271395008.0,1136009984.0,0.31669,0.24475999,0.38631,2.5,2.4848783,2.82,2756239872.0,7.308,2.4262462,0.18090001,1.496,68461000.0,67843492.0,2.3,
PFGC,0.095410004,184.65,1.668,0.655,988000000.0,56500600832.0,0.025309999,0.0101499995,0.12227,2.0,2.946944,2.48,12676928512.0,14.516,0.22436804,0.0,1.131,156216000.0,153014049.0,9.4,
IPGP,-0.08177,0.887,6.98,5.395,247896000.0,977134016.0,0.0777,0.0591,0.34607,2.8,1.1660361,-4.09,2370627072.0,23.365,2.4261024,0.0,0.921,42729400.0,25561474.0,-21.6,10.98332743015401
RILY,-33.8542,,4.169,2.842,331752992.0,854382976.0,0.0,-0.71664,-0.46886003,,-0.17592253,-23.45,87526672.0,,0.102444306,2.4691,1.412,30497100.0,16092692.0,-44.3,
TMHC,0.15973,36.234,7.717,0.58,418047008.0,8364403200.0,0.15823,0.15281999,0.24634,1.7,0.98199344,8.59,5829373440.0,5.824,0.6969264,0.0,1.686,100368000.0,99698229.0,11.5,
EQBK,0.11841,,,,,224600000.0,0.0,0.35737,0.0,,1.1097574,3.95,686375872.0,,3.0559924,0.1443,0.763,17523000.0,14112731.0,7.9,
IIIN,0.06611,1.023,3.873,1.991,50661000.0,570454976.0,0.07808,0.08545999,0.10817,3.0,1.9831705,1.16,677076608.0,14.729,1.1869063,0.1034,0.664,19411600.0,18503148.0,26.1,
DCOM,0.02478,,,,,295419008.0,0.0,0.40665,0.0,1.4,0.88717586,0.59,1149285760.0,,3.8903582,1.6949,1.074,43799000.0,41562623.0,22.7,
OLN,0.027509999,163.397,1.564,0.901,336200000.0,6549000192.0,0.12481,0.032479998,0.10366,2.76471,1.17144,0.52,2349925632.0,6.808,0.35882205,1.5385001,1.544,115136000.0,114505900.0,0.5,
HRMY,0.25839,27.521,3.308,3.143,219820992.0,714734016.0,0.30072,0.27688,0.78059995,1.66667,2.6432598,2.51,1749720448.0,6.664,2.4480722,0.0,0.818,57386700.0,44402707.0,19.5,17.223886677895532
ACN,0.26965,26.706,1.477,1.33,10407318528.0,67221491712.0,0.17066999,0.13474,0.32182997,1.84615,6.519085,12.12,190531010560.0,16.835,2.8343763,0.45669997,1.344,626025984.0,624917759.0,5.4,
MDGL,-0.50159,16.854,5.908,5.408,-395305984.0,317383008.0,-1.33543,-0.57786,0.96614,1.5625,9.294056,-17.83,6609256448.0,-14.343,20.824228,0.0,-0.92,22203300.0,11479319.0,,32.18360655737705
NAGE,0.22938,5.751,3.572,2.963,12109000.0,99597000.0,0.08575,0.24415001,0.61834997,1.5,14.381176,0.11,665294592.0,72.195,6.679866,0.0,1.951,77750400.0,50773346.0,37.4,4.515021459227468
AME,0.14964,21.761,1.407,16.587,1836166016.0,6936970752.0,0.31438,0.2566,0.35762,1.88889,3.9059353,6.11,38942363648.0,18.838,5.613742,0.1882,1.124,230879008.0,229731509.0,-0.2,
ORCL,1.03741,632.501,1.017,0.873,20745000960.0,55782998016.0,0.41081002,0.31295002,0.7112,1.84615,24.897806,4.25,416750632960.0,22.278,7.470926,0.3756,1.276,2804229888.0,1650375836.0,6.4,17.19037508846426
DSP,0.04541,9.489,2.492,2.42,51767000.0,289235008.0,0.06894,0.06555,0.45661998,1.5,4.522651,0.14,935494720.0,14.205,3.2343757,0.0,1.186,16170200.0,11592704.0,39.800000000000004,7.841961489772803
AMR,0.11638,0.567,4.128,3.36,579918976.0,2957285120.0,0.14278,0.02382,0.171,,1.0005919,14.28,1655082368.0,2.85,0.55966276,0.0,0.746,13052700.0,11565200.0,-35.699999999999996,
