iShares Russell 3000 ETF
Fund Holdings as of,"May 05, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"WLY","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","539,396.10","0.00","539,396.10","12,165.00","44.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REVG","REV GROUP INC","Industrials","Equity","539,411.40","0.00","539,411.40","15,135.00","35.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHVN","BIOHAVEN LTD","Health Care","Equity","536,863.08","0.00","536,863.08","23,734.00","22.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","535,726.50","0.00","535,726.50","38,130.00","14.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","536,166.46","0.00","536,166.46","6,553.00","81.82","United States","NASDAQ","USD","1.00","USD","-"
"FRME","FIRST MERCHANTS CORP","Financials","Equity","534,313.37","0.00","534,313.37","14,437.00","37.01","United States","NASDAQ","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","532,606.86","0.00","532,606.86","26,657.00","19.98","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","531,353.44","0.00","531,353.44","124,148.00","4.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","530,233.00","0.00","530,233.00","8,170.00","64.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HP","HELMERICH & PAYNE INC","Energy","Equity","530,284.80","0.00","530,284.80","27,264.00","19.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","530,784.80","0.00","530,784.80","12,880.00","41.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","528,799.40","0.00","528,799.40","80,980.00","6.53","United States","NASDAQ","USD","1.00","USD","-"
"PINC","PREMIER INC CLASS A","Health Care","Equity","529,075.96","0.00","529,075.96","25,796.00","20.51","United States","NASDAQ","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS INC","Health Care","Equity","527,356.48","0.00","527,356.48","34,832.00","15.14","United States","NASDAQ","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","527,563.26","0.00","527,563.26","12,579.00","41.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","527,697.72","0.00","527,697.72","45,452.00","11.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STNG","SCORPIO TANKERS INC","Energy","Equity","525,063.76","0.00","525,063.76","12,904.00","40.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","525,094.64","0.00","525,094.64","40,642.00","12.92","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","526,086.90","0.00","526,086.90","5,463.00","96.30","United States","NASDAQ","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","522,570.78","0.00","522,570.78","73,498.00","7.11","United States","NASDAQ","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","520,714.35","0.00","520,714.35","32,565.00","15.99","United States","NASDAQ","USD","1.00","USD","-"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","Equity","521,199.90","0.00","521,199.90","18,681.00","27.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","519,808.04","0.00","519,808.04","29,252.00","17.77","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","513,528.96","0.00","513,528.96","8,044.00","63.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","514,235.28","0.00","514,235.28","99,658.00","5.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","511,891.14","0.00","511,891.14","5,946.00","86.09","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","511,660.76","0.00","511,660.76","8,234.00","62.14","United States","NASDAQ","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","511,714.67","0.00","511,714.67","11,881.00","43.07","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","509,902.40","0.00","509,902.40","8,590.00","59.36","United States","NASDAQ","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","507,745.92","0.00","507,745.92","53,056.00","9.57","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY INC","Information Technology","Equity","508,011.04","0.00","508,011.04","18,353.00","27.68","United States","NASDAQ","USD","1.00","USD","-"
"LIVN","LIVANOVA PLC","Health Care","Equity","504,654.80","0.00","504,654.80","13,910.00","36.28","United States","NASDAQ","USD","1.00","USD","-"
"ENR","ENERGIZER HOLDINGS INC","Consumer Staples","Equity","503,780.08","0.00","503,780.08","19,466.00","25.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Information Technology","Equity","500,348.08","0.00","500,348.08","37,256.00","13.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDW","TIDEWATER INC","Energy","Equity","500,743.74","0.00","500,743.74","13,174.00","38.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","501,349.52","0.00","501,349.52","20,314.00","24.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","498,759.68","0.00","498,759.68","14,704.00","33.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","499,381.57","0.00","499,381.57","34,369.00","14.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","499,507.10","0.00","499,507.10","9,430.00","52.97","United States","NASDAQ","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","499,766.91","0.00","499,766.91","15,711.00","31.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","497,182.90","0.00","497,182.90","2,066.00","240.65","United States","NASDAQ","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","497,919.24","0.00","497,919.24","15,199.00","32.76","United States","NASDAQ","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","496,276.23","0.00","496,276.23","35,423.00","14.01","United States","NASDAQ","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","496,384.20","0.00","496,384.20","21,213.00","23.40","United States","NASDAQ","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","496,563.60","0.00","496,563.60","8,340.00","59.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVN","FIVE9 INC","Information Technology","Equity","493,442.00","0.00","493,442.00","19,550.00","25.24","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","493,750.53","0.00","493,750.53","22,743.00","21.71","United States","NASDAQ","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","494,054.30","0.00","494,054.30","3,121.00","158.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SG","SWEETGREEN INC CLASS A","Consumer Discretionary","Equity","494,186.14","0.00","494,186.14","25,291.00","19.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS INC","Health Care","Equity","491,268.24","0.00","491,268.24","16,392.00","29.97","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","491,798.14","0.00","491,798.14","10,513.00","46.78","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","492,160.50","0.00","492,160.50","26,850.00","18.33","United States","NASDAQ","USD","1.00","USD","-"
"RGTI","RIGETTI COMPUTING INC","Information Technology","Equity","490,789.98","0.00","490,789.98","50,623.00","9.70","United States","NASDAQ","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","491,006.00","0.00","491,006.00","7,660.00","64.10","United States","NASDAQ","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","488,930.09","0.00","488,930.09","14,267.00","34.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","489,606.93","0.00","489,606.93","12,009.00","40.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","487,096.32","0.00","487,096.32","24,576.00","19.82","United States","NASDAQ","USD","1.00","USD","-"
"DIOD","DIODES INC","Information Technology","Equity","487,240.39","0.00","487,240.39","12,233.00","39.83","United States","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP","Communication","Equity","487,965.64","0.00","487,965.64","20,114.00","24.26","United States","NASDAQ","USD","1.00","USD","-"
"IGT","INTERNATIONAL GAME TECHNOLOGY PLC","Consumer Discretionary","Equity","486,470.25","0.00","486,470.25","29,043.00","16.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","482,879.20","0.00","482,879.20","40,510.00","11.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPBI","PACIFIC PREMIER BANCORP INC","Financials","Equity","481,012.46","0.00","481,012.46","22,786.00","21.11","United States","NASDAQ","USD","1.00","USD","-"
"AGYS","AGILYSYS INC","Information Technology","Equity","481,269.90","0.00","481,269.90","6,330.00","76.03","United States","NASDAQ","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","Health Care","Equity","481,656.00","0.00","481,656.00","14,100.00","34.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVCR","NOVOCURE LTD","Health Care","Equity","481,757.76","0.00","481,757.76","27,126.00","17.76","United States","NASDAQ","USD","1.00","USD","-"
"LBRT","LIBERTY ENERGY INC CLASS A","Energy","Equity","480,084.48","0.00","480,084.48","41,674.00","11.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRK","COMSTOCK RESOURCES INC","Energy","Equity","480,321.36","0.00","480,321.36","22,614.00","21.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","480,833.20","0.00","480,833.20","7,928.00","60.65","United States","NASDAQ","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","472,263.84","0.00","472,263.84","30,508.00","15.48","United States","NASDAQ","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","472,419.84","0.00","472,419.84","7,184.00","65.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","472,932.90","0.00","472,932.90","30,690.00","15.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","473,215.00","0.00","473,215.00","15,265.00","31.00","United States","NASDAQ","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","473,487.30","0.00","473,487.30","55,185.00","8.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGRY","SURGERY PARTNERS INC","Health Care","Equity","470,878.61","0.00","470,878.61","20,063.00","23.47","United States","NASDAQ","USD","1.00","USD","-"
"TARS","TARSUS PHARMACEUTICALS INC","Health Care","Equity","470,064.00","0.00","470,064.00","9,793.00","48.00","United States","NASDAQ","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","467,956.62","0.00","467,956.62","9,333.00","50.14","United States","NASDAQ","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","468,019.18","0.00","468,019.18","10,489.00","44.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","466,697.00","0.00","466,697.00","38,570.00","12.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NMRK","NEWMARK GROUP INC CLASS A","Real Estate","Equity","467,073.36","0.00","467,073.36","42,003.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"PRKS","UNITED PARKS AND RESORTS INC","Consumer Discretionary","Equity","467,524.64","0.00","467,524.64","10,168.00","45.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WKC","WORLD KINECT CORP","Energy","Equity","467,571.45","0.00","467,571.45","17,949.00","26.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPC","EDGEWELL PERSONAL CARE","Consumer Staples","Equity","467,597.04","0.00","467,597.04","15,261.00","30.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","465,816.54","0.00","465,816.54","11,298.00","41.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","466,220.79","0.00","466,220.79","4,467.00","104.37","United States","NASDAQ","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES INC","Information Technology","Equity","463,913.54","0.00","463,913.54","8,906.00","52.09","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","464,499.75","0.00","464,499.75","16,775.00","27.69","United States","NASDAQ","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","462,912.75","0.00","462,912.75","10,485.00","44.15","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","460,493.54","0.00","460,493.54","10,907.00","42.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBI","HANESBRANDS INC","Consumer Discretionary","Equity","460,550.40","0.00","460,550.40","95,948.00","4.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROCK","GIBRALTAR INDUSTRIES INC","Industrials","Equity","461,470.27","0.00","461,470.27","8,201.00","56.27","United States","NASDAQ","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","460,285.44","0.00","460,285.44","7,008.00","65.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","458,093.02","0.00","458,093.02","44,303.00","10.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","458,474.75","0.00","458,474.75","24,985.00","18.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","456,970.50","0.00","456,970.50","20,538.00","22.25","United States","NASDAQ","USD","1.00","USD","-"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","457,453.17","0.00","457,453.17","33,221.00","13.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","453,366.48","0.00","453,366.48","3,846.00","117.88","United States","NASDAQ","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","452,546.40","0.00","452,546.40","46,320.00","9.77","United States","NASDAQ","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","450,347.85","0.00","450,347.85","7,905.00","56.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","451,382.30","0.00","451,382.30","16,805.00","26.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLNO","SOLENO THERAPEUTICS INC","Health Care","Equity","449,761.20","0.00","449,761.20","5,880.00","76.49","United States","NASDAQ","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","449,905.10","0.00","449,905.10","2,545.00","176.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIG","TRANSOCEAN LTD","Energy","Equity","448,263.10","0.00","448,263.10","194,897.00","2.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","448,304.79","0.00","448,304.79","27,897.00","16.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDYA","IDEAYA BIOSCIENCES INC","Health Care","Equity","448,374.88","0.00","448,374.88","21,904.00","20.47","United States","NASDAQ","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","445,983.75","0.00","445,983.75","32,625.00","13.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDRL","SEADRILL LTD","Energy","Equity","446,771.01","0.00","446,771.01","19,883.00","22.47","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGLS","TECNOGLASS INC","Industrials","Equity","445,500.00","0.00","445,500.00","6,000.00","74.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMT","KENNAMETAL INC","Industrials","Equity","445,587.04","0.00","445,587.04","22,324.00","19.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","442,367.68","0.00","442,367.68","26,083.00","16.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS INC","Health Care","Equity","437,032.05","0.00","437,032.05","11,095.00","39.39","United States","NASDAQ","USD","1.00","USD","-"
"KYMR","KYMERA THERAPEUTICS INC","Health Care","Equity","438,051.10","0.00","438,051.10","13,045.00","33.58","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Industrials","Equity","434,124.54","0.00","434,124.54","7,866.00","55.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY REIT","Real Estate","Equity","434,512.32","0.00","434,512.32","57,248.00","7.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRUP","TRUPANION INC","Financials","Equity","435,060.29","0.00","435,060.29","9,709.00","44.81","United States","NASDAQ","USD","1.00","USD","-"
"BLX","BANCO LATINOAMERICANO DE COMERCIO","Financials","Equity","433,321.20","0.00","433,321.20","10,998.00","39.40","Panama","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARWR","ARROWHEAD PHARMACEUTICALS INC","Health Care","Equity","433,631.64","0.00","433,631.64","31,018.00","13.98","United States","NASDAQ","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","431,734.02","0.00","431,734.02","8,149.00","52.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Real Estate","Equity","429,685.23","0.00","429,685.23","7,851.00","54.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","430,483.00","0.00","430,483.00","26,410.00","16.30","United States","NASDAQ","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","428,260.63","0.00","428,260.63","44,657.00","9.59","United States","NASDAQ","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","429,444.48","0.00","429,444.48","26,314.00","16.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","428,001.46","0.00","428,001.46","13,214.00","32.39","United States","NASDAQ","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","423,987.76","0.00","423,987.76","16,504.00","25.69","United States","NASDAQ","USD","1.00","USD","-"
"SJW","SJW GROUP","Utilities","Equity","424,287.24","0.00","424,287.24","7,734.00","54.86","United States","NASDAQ","USD","1.00","USD","-"
"LMND","LEMONADE INC","Financials","Equity","424,470.00","0.00","424,470.00","14,149.00","30.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMK","WEIS MARKETS INC","Consumer Staples","Equity","422,532.72","0.00","422,532.72","4,776.00","88.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVAX","DYNAVAX TECHNOLOGIES CORP","Health Care","Equity","423,691.28","0.00","423,691.28","37,628.00","11.26","United States","NASDAQ","USD","1.00","USD","-"
"ABR","ARBOR REALTY TRUST REIT INC","Financials","Equity","421,207.08","0.00","421,207.08","41,214.00","10.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MBC","MASTERBRAND INC","Industrials","Equity","421,716.96","0.00","421,716.96","34,454.00","12.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","420,282.45","0.00","420,282.45","2,415.00","174.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","418,487.25","0.00","418,487.25","3,935.00","106.35","United States","NASDAQ","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","416,431.36","0.00","416,431.36","34,246.00","12.16","United States","NASDAQ","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","416,737.53","0.00","416,737.53","30,801.00","13.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","417,025.00","0.00","417,025.00","47,660.00","8.75","United States","NASDAQ","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","417,600.00","0.00","417,600.00","13,920.00","30.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","417,720.68","0.00","417,720.68","13,169.00","31.72","United States","NASDAQ","USD","1.00","USD","-"
"MCY","MERCURY GENERAL CORP","Financials","Equity","415,507.94","0.00","415,507.94","7,093.00","58.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBCF","SEACOAST BANKING OF FLORIDA","Financials","Equity","415,508.50","0.00","415,508.50","17,050.00","24.37","United States","NASDAQ","USD","1.00","USD","-"
"AVDX","AVIDXCHANGE HOLDINGS INC","Financials","Equity","415,845.44","0.00","415,845.44","50,528.00","8.23","United States","NASDAQ","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","415,875.07","0.00","415,875.07","11,947.00","34.81","United States","NASDAQ","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","413,746.52","0.00","413,746.52","55,462.00","7.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS INC","Materials","Equity","412,938.40","0.00","412,938.40","38,810.00","10.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNN","LINDSAY CORP","Industrials","Equity","413,038.38","0.00","413,038.38","3,126.00","132.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTI","UNIVERSAL TECHNICAL INSTITUTE INC","Consumer Discretionary","Equity","410,551.50","0.00","410,551.50","13,917.00","29.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","411,875.10","0.00","411,875.10","21,385.00","19.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNKD","MANNKIND CORP","Health Care","Equity","409,200.00","0.00","409,200.00","82,500.00","4.96","United States","NASDAQ","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","409,644.18","0.00","409,644.18","21,778.00","18.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDGR","SCHRODINGER INC","Health Care","Equity","410,276.16","0.00","410,276.16","15,792.00","25.98","United States","NASDAQ","USD","1.00","USD","-"
"UPWK","UPWORK INC","Industrials","Equity","408,657.60","0.00","408,657.60","30,680.00","13.32","United States","NASDAQ","USD","1.00","USD","-"
"NTST","NETSTREIT CORP","Real Estate","Equity","408,975.62","0.00","408,975.62","25,418.00","16.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","407,160.02","0.00","407,160.02","26,893.00","15.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","404,704.20","0.00","404,704.20","15,735.00","25.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASTH","ASTRANA HEALTH INC","Health Care","Equity","404,875.00","0.00","404,875.00","12,500.00","32.39","United States","NASDAQ","USD","1.00","USD","-"
"SHOO","STEVEN MADDEN LTD","Consumer Discretionary","Equity","402,143.28","0.00","402,143.28","19,446.00","20.68","United States","NASDAQ","USD","1.00","USD","-"
"MTRN","MATERION CORP","Materials","Equity","402,414.48","0.00","402,414.48","5,058.00","79.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD PLC","Real Estate","Equity","403,052.65","0.00","403,052.65","40,265.00","10.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","401,360.19","0.00","401,360.19","6,153.00","65.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPBD","UPBOUND GROUP INC","Consumer Discretionary","Equity","398,998.36","0.00","398,998.36","16,508.00","24.17","United States","NASDAQ","USD","1.00","USD","-"
"ICFI","ICF INTERNATIONAL INC","Industrials","Equity","396,788.70","0.00","396,788.70","4,895.00","81.06","United States","NASDAQ","USD","1.00","USD","-"
"NIC","NICOLET BANKSHARES INC","Financials","Equity","397,179.30","0.00","397,179.30","3,295.00","120.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","394,629.50","0.00","394,629.50","7,225.00","54.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","Equity","392,971.80","0.00","392,971.80","10,790.00","36.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEM","SELECT MEDICAL HOLDINGS CORP","Health Care","Equity","393,427.80","0.00","393,427.80","26,655.00","14.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UVV","UNIVERSAL CORP","Consumer Staples","Equity","393,575.14","0.00","393,575.14","6,706.00","58.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","393,852.90","0.00","393,852.90","1,995.00","197.42","United States","NASDAQ","USD","1.00","USD","-"
