iShares Russell 3000 ETF
Fund Holdings as of,"May 05, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CHRD","CHORD ENERGY CORP","Energy","Equity","1,541,350.44","0.01","1,541,350.44","17,073.00","90.28","United States","NASDAQ","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","1,530,987.20","0.01","1,530,987.20","13,477.00","113.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","1,515,671.75","0.01","1,515,671.75","27,785.00","54.55","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","1,512,722.65","0.01","1,512,722.65","9,715.00","155.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","1,511,501.58","0.01","1,511,501.58","7,074.00","213.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","1,511,527.84","0.01","1,511,527.84","8,123.00","186.08","United States","NASDAQ","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","1,509,087.30","0.01","1,509,087.30","100,205.00","15.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","1,509,531.83","0.01","1,509,531.83","14,977.00","100.79","United States","NASDAQ","USD","1.00","USD","-"
"JXN","JACKSON FINANCIAL INC CLASS A","Financials","Equity","1,502,777.52","0.01","1,502,777.52","18,498.00","81.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOMB","HOME BANCSHARES INC","Financials","Equity","1,499,846.96","0.01","1,499,846.96","52,886.00","28.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","1,495,073.44","0.01","1,495,073.44","16,844.00","88.76","United States","NASDAQ","USD","1.00","USD","-"
"RMBS","RAMBUS INC","Information Technology","Equity","1,495,529.92","0.01","1,495,529.92","29,486.00","50.72","United States","NASDAQ","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","1,493,576.92","0.01","1,493,576.92","15,412.00","96.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","1,490,188.80","0.01","1,490,188.80","12,336.00","120.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","1,489,066.69","0.01","1,489,066.69","46,577.00","31.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","1,484,421.27","0.01","1,484,421.27","16,959.00","87.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","1,483,298.92","0.01","1,483,298.92","45,044.00","32.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","1,482,242.15","0.01","1,482,242.15","16,969.00","87.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","1,479,170.16","0.01","1,479,170.16","15,608.00","94.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Industrials","Equity","1,475,277.96","0.01","1,475,277.96","41,117.00","35.88","United States","NASDAQ","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA INC","Health Care","Equity","1,474,948.02","0.01","1,474,948.02","38,591.00","38.22","United States","NASDAQ","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","1,470,932.19","0.01","1,470,932.19","17,823.00","82.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMSI","MERIT MEDICAL SYSTEMS INC","Health Care","Equity","1,471,538.85","0.01","1,471,538.85","15,663.00","93.95","United States","NASDAQ","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","1,460,963.68","0.01","1,460,963.68","44,528.00","32.81","United States","NASDAQ","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","1,458,152.06","0.01","1,458,152.06","31,963.00","45.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","1,455,018.00","0.01","1,455,018.00","8,430.00","172.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","1,455,174.32","0.01","1,455,174.32","29,746.00","48.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRNO","TERRENO REALTY REIT CORP","Real Estate","Equity","1,452,486.30","0.01","1,452,486.30","25,527.00","56.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GH","GUARDANT HEALTH INC","Health Care","Equity","1,451,271.30","0.01","1,451,271.30","32,946.00","44.05","United States","NASDAQ","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","1,446,412.88","0.01","1,446,412.88","100,936.00","14.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","1,446,886.80","0.01","1,446,886.80","89,314.00","16.20","United States","NASDAQ","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","1,441,601.89","0.01","1,441,601.89","43,123.00","33.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","1,440,122.64","0.01","1,440,122.64","11,784.00","122.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRE","CARETRUST REIT INC","Real Estate","Equity","1,439,290.56","0.01","1,439,290.56","49,768.00","28.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","1,435,898.88","0.01","1,435,898.88","76,704.00","18.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDGL","MADRIGAL PHARMACEUTICALS INC","Health Care","Equity","1,436,615.82","0.01","1,436,615.82","4,689.00","306.38","United States","NASDAQ","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","1,434,704.46","0.01","1,434,704.46","10,234.00","140.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPSC","SPS COMMERCE INC","Information Technology","Equity","1,428,318.26","0.01","1,428,318.26","9,901.00","144.26","United States","NASDAQ","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","1,428,106.67","0.01","1,428,106.67","34,487.00","41.41","United States","NASDAQ","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","1,423,475.97","0.01","1,423,475.97","14,453.00","98.49","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","1,420,357.32","0.01","1,420,357.32","42,216.00","33.65","United States","NASDAQ","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","1,417,851.60","0.01","1,417,851.60","13,980.00","101.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","1,414,634.70","0.01","1,414,634.70","43,261.00","32.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","1,413,129.74","0.01","1,413,129.74","120,062.00","11.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSWI","CSW INDUSTRIALS INC","Industrials","Equity","1,410,699.78","0.01","1,410,699.78","4,437.00","317.94","United States","NASDAQ","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","1,409,342.56","0.01","1,409,342.56","17,054.00","82.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","1,405,296.65","0.01","1,405,296.65","74,315.00","18.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","1,400,154.00","0.01","1,400,154.00","3,400.00","411.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDCC","INTERDIGITAL INC","Information Technology","Equity","1,398,424.50","0.01","1,398,424.50","6,570.00","212.85","United States","NASDAQ","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","1,394,779.80","0.01","1,394,779.80","28,605.00","48.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","1,391,980.24","0.01","1,391,980.24","30,878.00","45.08","United States","NASDAQ","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","1,388,022.06","0.01","1,388,022.06","42,761.00","32.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE INC","Industrials","Equity","1,386,277.88","0.01","1,386,277.88","8,318.00","166.66","United States","NASDAQ","USD","1.00","USD","-"
"MOGA","MOOG INC CLASS A","Industrials","Equity","1,373,927.40","0.01","1,373,927.40","7,740.00","177.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","1,367,183.94","0.01","1,367,183.94","63,237.00","21.62","United States","NASDAQ","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","1,364,051.92","0.01","1,364,051.92","39,242.00","34.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","1,363,541.91","0.01","1,363,541.91","11,031.00","123.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGTX","TG THERAPEUTICS INC","Health Care","Equity","1,356,291.60","0.01","1,356,291.60","35,995.00","37.68","United States","NASDAQ","USD","1.00","USD","-"
"RDN","RADIAN GROUP INC","Financials","Equity","1,349,669.25","0.01","1,349,669.25","39,825.00","33.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTH","MERITAGE CORP","Consumer Discretionary","Equity","1,348,878.66","0.01","1,348,878.66","19,758.00","68.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALKS","ALKERMES","Health Care","Equity","1,344,610.80","0.01","1,344,610.80","42,822.00","31.40","United States","NASDAQ","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","1,343,076.80","0.01","1,343,076.80","49,670.00","27.04","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","1,342,652.30","0.01","1,342,652.30","29,990.00","44.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKY","CHAMPION HOMES INC","Consumer Discretionary","Equity","1,341,530.72","0.01","1,341,530.72","15,217.00","88.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GATX","GATX CORP","Industrials","Equity","1,339,506.45","0.01","1,339,506.45","9,103.00","147.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCPC","BALCHEM CORP","Materials","Equity","1,338,048.28","0.01","1,338,048.28","8,222.00","162.74","United States","NASDAQ","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS INC","Information Technology","Equity","1,335,583.30","0.01","1,335,583.30","30,458.00","43.85","United States","NASDAQ","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","1,332,961.48","0.01","1,332,961.48","9,833.00","135.56","United States","NASDAQ","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","1,330,897.10","0.01","1,330,897.10","115,030.00","11.57","United States","NASDAQ","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","1,329,494.10","0.01","1,329,494.10","31,890.00","41.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","1,321,886.00","0.01","1,321,886.00","7,225.00","182.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKSI","MKS INSTRUMENTS INC","Information Technology","Equity","1,320,799.92","0.01","1,320,799.92","17,736.00","74.47","United States","NASDAQ","USD","1.00","USD","-"
"AHR","AMERICAN HEALTHCARE REIT INC","Real Estate","Equity","1,320,869.55","0.01","1,320,869.55","40,755.00","32.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","1,315,421.57","0.01","1,315,421.57","16,363.00","80.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","1,312,970.10","0.01","1,312,970.10","33,114.00","39.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","1,309,826.75","0.01","1,309,826.75","29,735.00","44.05","United States","NASDAQ","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","Utilities","Equity","1,306,551.00","0.01","1,306,551.00","26,610.00","49.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","1,305,116.26","0.01","1,305,116.26","6,089.00","214.34","United States","NASDAQ","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","1,298,639.76","0.01","1,298,639.76","54,934.00","23.64","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Consumer Discretionary","Equity","1,298,925.00","0.01","1,298,925.00","14,375.00","90.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","1,293,545.78","0.01","1,293,545.78","10,979.00","117.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBTM","JBT MAREL CORP","Industrials","Equity","1,294,070.26","0.01","1,294,070.26","12,614.00","102.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","1,292,709.60","0.01","1,292,709.60","94,704.00","13.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QLYS","QUALYS INC","Information Technology","Equity","1,291,083.84","0.01","1,291,083.84","10,074.00","128.16","United States","NASDAQ","USD","1.00","USD","-"
"CFLT","CONFLUENT INC CLASS A","Information Technology","Equity","1,285,428.75","0.01","1,285,428.75","65,085.00","19.75","United States","NASDAQ","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","1,282,867.29","0.01","1,282,867.29","14,517.00","88.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","Financials","Equity","1,284,095.64","0.01","1,284,095.64","23,806.00","53.94","United States","NASDAQ","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","1,281,802.50","0.01","1,281,802.50","8,250.00","155.37","United States","NASDAQ","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","1,280,066.67","0.01","1,280,066.67","45,733.00","27.99","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","1,279,629.90","0.01","1,279,629.90","11,898.00","107.55","United States","NASDAQ","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","1,277,720.00","0.01","1,277,720.00","63,886.00","20.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBSI","UNITED BANKSHARES INC","Financials","Equity","1,274,180.74","0.01","1,274,180.74","36,106.00","35.29","United States","NASDAQ","USD","1.00","USD","-"
"CHX","CHAMPIONX CORP","Energy","Equity","1,274,685.10","0.01","1,274,685.10","51,922.00","24.55","United States","NASDAQ","USD","1.00","USD","-"
"AVAV","AEROVIRONMENT INC","Industrials","Equity","1,269,928.36","0.01","1,269,928.36","7,841.00","161.96","United States","NASDAQ","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS INC","Utilities","Equity","1,263,884.16","0.01","1,263,884.16","17,304.00","73.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","1,264,169.30","0.01","1,264,169.30","131,002.00","9.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","1,261,005.84","0.01","1,261,005.84","106,056.00","11.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","1,259,025.70","0.01","1,259,025.70","9,302.00","135.35","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","1,257,409.71","0.01","1,257,409.71","28,571.00","44.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","1,248,027.24","0.01","1,248,027.24","5,196.00","240.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","1,243,377.30","0.01","1,243,377.30","6,347.00","195.90","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","1,240,907.78","0.01","1,240,907.78","59,402.00","20.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","1,239,163.20","0.01","1,239,163.20","93,876.00","13.20","United States","NASDAQ","USD","1.00","USD","-"
